File,Key,Action,Value Preview,ICU Warning
intl_es.arb,@settings_privacy,Added,"OrderedDict([('description', 'Label Confidentialit",
intl_es.arb,@settings_privacy_policy,Added,"OrderedDict([('description', 'Titre / label de la ",
intl_es.arb,@settings_terms,Added,"OrderedDict([('description', ""Titre / label des co",
intl_es.arb,@settings_version_dialog_title,Added,"OrderedDict([('description', ""Titre de la boîte de",
intl_es.arb,@settings_version_dialog_content,Added,"OrderedDict([('description', 'Contenu de la boîte ",
intl_es.arb,@language_title,Added,"OrderedDict([('description', 'Titre de la page de ",
intl_es.arb,@language_french,Added,"OrderedDict([('description', 'Nom de la langue fra",
intl_es.arb,@language_english,Added,"OrderedDict([('description', 'Nom de la langue ang",
intl_es.arb,@language_spanish,Added,"OrderedDict([('description', 'Nom de la langue esp",
intl_es.arb,@language_portuguese_br,Added,"OrderedDict([('description', 'Nom de la langue por",
intl_es.arb,@language_german,Added,"OrderedDict([('description', 'Nom de la langue all",
intl_es.arb,@language_changed_snackbar,Added,"OrderedDict([('description', 'Message affiché en s",
intl_es.arb,@calibration_title,Added,"OrderedDict([('description', 'Titre de la section ",
intl_es.arb,@calibration_subtitle,Added,"OrderedDict([('description', 'Sous-titre de la sec",
intl_es.arb,@calibration_organic_title,Added,"OrderedDict([('description', 'Titre de la carte Ca",
intl_es.arb,@calibration_organic_subtitle,Added,"OrderedDict([('description', 'Sous-titre de la car",
intl_es.arb,@calibration_organic_disabled,Added,"OrderedDict([('description', 'SnackBar désactivati",
intl_es.arb,@calibration_organic_enabled,Added,"OrderedDict([('description', 'SnackBar activation ",
intl_es.arb,@garden_list_title,Added,"OrderedDict([('description', 'Titre écran liste de",
intl_es.arb,@garden_error_title,Added,"OrderedDict([('description', ""Titre pour l'état d'",
intl_es.arb,@garden_error_subtitle,Added,"OrderedDict([('description', ""Message d'erreur dét",
intl_es.arb,@garden_retry,Added,"OrderedDict([('description', 'Texte du bouton Rées",
intl_es.arb,@garden_no_gardens,Added,"OrderedDict([('description', 'Message affiché si a",
intl_es.arb,@garden_archived_info,Added,"OrderedDict([('description', 'Info affichée lorsqu",
intl_es.arb,@garden_add_tooltip,Added,"OrderedDict([('description', 'Tooltip du FAB pour ",
intl_es.arb,@plant_catalog_title,Added,"OrderedDict([('description', ""Titre de l'écran cat",
intl_es.arb,@plant_catalog_search_hint,Added,"OrderedDict([('description', 'Indication visuelle ",
intl_es.arb,@plant_custom_badge,Added,"OrderedDict([('description', 'Texte du badge pour ",
intl_es.arb,@plant_detail_not_found_title,Added,"OrderedDict([('description', ""Titre affiché si une",
intl_es.arb,@plant_detail_not_found_body,Added,"OrderedDict([('description', ""Message affiché lors",
intl_es.arb,@plant_added_favorites,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_es.arb,@plant_detail_popup_add_to_garden,Added,"OrderedDict([('description', 'Texte du menu contex",
intl_es.arb,@plant_detail_popup_share,Added,"OrderedDict([('description', 'Texte du menu contex",
intl_es.arb,@plant_detail_share_todo,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_es.arb,@plant_detail_add_to_garden_todo,Added,"OrderedDict([('description', ""SnackBar indiquant q",
intl_es.arb,@plant_detail_section_culture,Added,"OrderedDict([('description', 'Titre section Détail",
intl_es.arb,@plant_detail_section_instructions,Added,"OrderedDict([('description', 'Titre section Instru",
intl_es.arb,@plant_detail_detail_family,Added,"OrderedDict([('description', 'Label Famille dans l",
intl_es.arb,@plant_detail_detail_maturity,Added,"OrderedDict([('description', 'Label Durée de matur",
intl_es.arb,@plant_detail_detail_spacing,Added,"OrderedDict([('description', 'Label Espacement')])",
intl_es.arb,@plant_detail_detail_exposure,Added,"OrderedDict([('description', 'Label Exposition')])",
intl_es.arb,@plant_detail_detail_water,Added,"OrderedDict([('description', 'Label Besoins en eau",
intl_es.arb,@planting_title_template,Added,"OrderedDict([('description', ""Titre de l'écran des",
intl_es.arb,@planting_menu_statistics,Added,"OrderedDict([('description', 'Menu item Statistiqu",
intl_es.arb,@planting_menu_ready_for_harvest,Added,"OrderedDict([('description', 'Menu item Prêt à réc",
intl_es.arb,@planting_menu_test_data,Added,"OrderedDict([('description', 'Menu item Données te",
intl_es.arb,@planting_search_hint,Added,"OrderedDict([('description', 'Hint de recherche su",
intl_es.arb,@planting_filter_all_statuses,Added,"OrderedDict([('description', 'Filtre Tous les stat",
intl_es.arb,@planting_filter_all_plants,Added,"OrderedDict([('description', 'Filtre Toutes les pl",
intl_es.arb,@planting_stat_plantings,Added,"OrderedDict([('description', 'Label statistiques :",
intl_es.arb,@planting_stat_total_quantity,Added,"OrderedDict([('description', 'Label statistiques :",
intl_es.arb,@planting_stat_success_rate,Added,"OrderedDict([('description', 'Label statistiques :",
intl_es.arb,@planting_stat_in_growth,Added,"OrderedDict([('description', 'Label statistiques :",
intl_es.arb,@planting_stat_ready_for_harvest,Added,"OrderedDict([('description', 'Label statistiques :",
intl_es.arb,@planting_empty_none,Added,"OrderedDict([('description', ""Titre pour l'état vi",
intl_es.arb,@planting_empty_first,Added,"OrderedDict([('description', ""Texte incitatif si a",
intl_es.arb,@planting_create_action,Added,"OrderedDict([('description', 'Texte du bouton pour",
intl_es.arb,@planting_empty_no_result,Added,"OrderedDict([('description', ""Titre pour l'état 'a",
intl_es.arb,@planting_clear_filters,Added,"OrderedDict([('description', 'Action pour effacer ",
intl_es.arb,@planting_add_tooltip,Added,"OrderedDict([('description', 'Tooltip du FAB pour ",
intl_es.arb,@search_hint,Added,"OrderedDict([('description', 'Hint générique pour ",
intl_es.arb,@error_page_title,Added,"OrderedDict([('description', ""Titre pour la page d",
intl_es.arb,@error_page_message,Added,"OrderedDict([('description', ""Message expliquant q",
intl_es.arb,@error_page_back,Added,"OrderedDict([('description', ""Bouton pour revenir ",
intl_es.arb,@dialog_confirm,Added,"OrderedDict([('description', 'Texte du bouton Conf",
intl_es.arb,@dialog_cancel,Added,"OrderedDict([('description', 'Texte du bouton Annu",
intl_es.arb,@snackbar_commune_selected,Added,"OrderedDict([('description', 'SnackBar indiquant l",
intl_es.arb,@common_validate,Added,"OrderedDict([('description', 'Texte générique Vali",
intl_es.arb,@common_cancel,Added,"OrderedDict([('description', 'Texte générique Annu",
intl_es.arb,@common_save,Added,"OrderedDict([('description', 'Texte générique Enre",
intl_es.arb,@empty_action_create,Added,"OrderedDict([('description', 'Action générique pou",
intl_es.arb,@user_guide_text,Added,"OrderedDict([('description', ""Texte complet du gui",
intl_es.arb,@privacy_policy_text,Added,"OrderedDict([('description', 'Texte complet de la ",
intl_es.arb,@terms_text,Added,"OrderedDict([('description', ""Texte complet des co",
intl_es.arb,@calibration_auto_apply,Added,"OrderedDict([('description', 'Switch pour applique",
intl_es.arb,@calibration_calibrate_now,Added,"OrderedDict([('description', 'Bouton pour lancer l",
intl_es.arb,@calibration_save_profile,Added,"OrderedDict([('description', 'Bouton pour sauvegar",
intl_es.arb,@calibration_export_profile,Added,"OrderedDict([('description', 'Bouton pour exporter",
intl_es.arb,@calibration_import_profile,Added,"OrderedDict([('description', 'Bouton pour importer",
intl_es.arb,@calibration_reset_profile,Added,"OrderedDict([('description', 'Bouton pour réinitia",
intl_es.arb,@calibration_refresh_profile,Added,"OrderedDict([('description', ""Bouton pour actualis",
intl_es.arb,@calibration_key_device,Added,"OrderedDict([('description', ""Label affichant la c",
intl_es.arb,@calibration_no_profile,Added,"OrderedDict([('description', 'Message si aucun pro",
intl_es.arb,@calibration_image_settings_title,Added,"OrderedDict([('description', 'Titre section réglag",
intl_es.arb,@calibration_pos_x,Added,"OrderedDict([('description', 'Label position X')])",
intl_es.arb,@calibration_pos_y,Added,"OrderedDict([('description', 'Label position Y')])",
intl_es.arb,@calibration_zoom,Added,"OrderedDict([('description', 'Label zoom')])",
intl_es.arb,@calibration_reset_image,Added,"OrderedDict([('description', 'Bouton reset image d",
intl_es.arb,@calibration_dialog_confirm_title,Added,"OrderedDict([('description', 'Titre dialog confirm",
intl_es.arb,@calibration_dialog_delete_profile,Added,"OrderedDict([('description', 'Contenu dialog suppr",
intl_es.arb,@calibration_action_delete,Added,"OrderedDict([('description', 'Bouton supprimer')])",
intl_es.arb,@calibration_snack_no_profile,Added,"OrderedDict([('description', 'SnackBar aucun profi",
intl_es.arb,@calibration_snack_profile_copied,Added,"OrderedDict([('description', 'SnackBar profil copi",
intl_es.arb,@calibration_snack_clipboard_empty,Added,"OrderedDict([('description', 'SnackBar presse-papi",
intl_es.arb,@calibration_snack_profile_imported,Added,"OrderedDict([('description', 'SnackBar profil impo",
intl_es.arb,@calibration_snack_import_error,Added,"OrderedDict([('description', 'SnackBar erreur impo",
intl_es.arb,@calibration_snack_profile_deleted,Added,"OrderedDict([('description', 'SnackBar profil supp",
intl_es.arb,@calibration_snack_no_calibration,Added,"OrderedDict([('description', 'SnackBar aucune cali",
intl_es.arb,@calibration_snack_saved_as_profile,Added,"OrderedDict([('description', 'SnackBar calibration",
intl_es.arb,@calibration_snack_save_error,Added,"OrderedDict([('description', 'SnackBar erreur sauv",
intl_es.arb,@calibration_overlay_error_save,Added,"OrderedDict([('placeholders', OrderedDict([('error",
intl_es.arb,@garden_management_create_title,Added,"OrderedDict([('description', 'Titre page création ",
intl_es.arb,@garden_management_edit_title,Added,"OrderedDict([('description', 'Titre page modificat",
intl_es.arb,@garden_management_name_label,Added,"OrderedDict([('description', 'Label champ nom jard",
intl_es.arb,@garden_management_desc_label,Added,"OrderedDict([('description', 'Label champ descript",
intl_es.arb,@garden_management_image_label,Added,"OrderedDict([('description', 'Label section image'",
intl_es.arb,@garden_management_image_url_label,Added,"OrderedDict([('description', 'Label champ URL imag",
intl_es.arb,@garden_management_image_preview_error,Added,"OrderedDict([('description', 'Erreur preview image",
intl_es.arb,@garden_management_create_submit,Added,"OrderedDict([('description', 'Bouton soumettre cré",
intl_es.arb,@garden_management_create_submitting,Added,"OrderedDict([('description', 'Bouton pendant soumi",
intl_es.arb,@garden_management_created_success,Added,"OrderedDict([('description', 'SnackBar succès créa",
intl_es.arb,@garden_management_create_error,Added,"OrderedDict([('description', 'SnackBar erreur créa",
intl_es.arb,@garden_management_delete_confirm_title,Added,"OrderedDict([('description', 'Titre dialog suppres",
intl_es.arb,@garden_management_delete_confirm_body,Added,"OrderedDict([('description', 'Corps dialog suppres",
intl_es.arb,@garden_management_delete_success,Added,"OrderedDict([('description', 'SnackBar succès supp",
intl_es.arb,@garden_management_archived_tag,Added,"OrderedDict([('description', 'Tag jardin archivé')",
intl_es.arb,@garden_management_beds_title,Added,"OrderedDict([('description', 'Titre section parcel",
intl_es.arb,@garden_management_no_beds_title,Added,"OrderedDict([('description', 'Titre état vide parc",
intl_es.arb,@garden_management_no_beds_desc,Added,"OrderedDict([('description', 'Description état vid",
intl_es.arb,@garden_management_add_bed_label,Added,"OrderedDict([('description', 'Bouton ajouter parce",
intl_es.arb,@garden_management_stats_beds,Added,"OrderedDict([('description', 'Label stat nombre pa",
intl_es.arb,@garden_management_stats_area,Added,"OrderedDict([('description', 'Label stat surface t",
intl_es.arb,@dashboard_weather_stats,Added,"OrderedDict([('description', 'Label dashboard: Sta",
intl_es.arb,@dashboard_soil_temp,Added,"OrderedDict([('description', 'Label dashboard: Tem",
intl_es.arb,@dashboard_air_temp,Added,"OrderedDict([('description', 'Label dashboard: Tem",
intl_es.arb,@dashboard_statistics,Added,"OrderedDict([('description', 'Label dashboard: Sta",
intl_es.arb,@dashboard_calendar,Added,"OrderedDict([('description', 'Label dashboard: Cal",
intl_es.arb,@dashboard_activities,Added,"OrderedDict([('description', 'Label dashboard: Act",
intl_es.arb,@dashboard_weather,Added,"OrderedDict([('description', 'Label dashboard: Mét",
intl_es.arb,@dashboard_settings,Added,"OrderedDict([('description', 'Label dashboard: Par",
intl_es.arb,@dashboard_garden_n,Added,"OrderedDict([('description', 'Label dashboard: Jar",
intl_es.arb,@dashboard_garden_created,Added,"OrderedDict([('description', 'SnackBar création ja",
intl_es.arb,@dashboard_garden_create_error,Added,"OrderedDict([('description', 'SnackBar erreur créa",
intl_es.arb,@calendar_title,Added,"OrderedDict([('description', 'Titre page calendrie",
intl_es.arb,@calendar_refreshed,Added,"OrderedDict([('description', 'SnackBar actualisati",
intl_es.arb,@calendar_new_task_tooltip,Added,"OrderedDict([('description', 'Tooltip bouton nouve",
intl_es.arb,@calendar_task_saved_title,Added,"OrderedDict([('description', 'Titre dialog tâche e",
intl_es.arb,@calendar_ask_export_pdf,Added,"OrderedDict([('description', 'Contenu dialog expor",
intl_es.arb,@calendar_task_modified,Added,"OrderedDict([('description', 'SnackBar tâche modif",
intl_es.arb,@calendar_delete_confirm_title,Added,"OrderedDict([('description', 'Titre dialog suppres",
intl_es.arb,@calendar_delete_confirm_content,Added,"OrderedDict([('description', 'Contenu dialog suppr",
intl_es.arb,@calendar_task_deleted,Added,"OrderedDict([('description', 'SnackBar tâche suppr",
intl_es.arb,@calendar_restore_error,Added,"OrderedDict([('description', 'Erreur restauration'",
intl_es.arb,@calendar_delete_error,Added,"OrderedDict([('description', 'Erreur suppression')",
intl_es.arb,@calendar_action_assign,Added,"OrderedDict([('description', 'Action sheet assigne",
intl_es.arb,@calendar_assign_title,Added,"OrderedDict([('description', 'Titre dialog assigna",
intl_es.arb,@calendar_assign_hint,Added,"OrderedDict([('description', 'Hint dialog assignat",
intl_es.arb,@calendar_assign_field,Added,"OrderedDict([('description', 'Label champ assignat",
intl_es.arb,@calendar_task_assigned,Added,"OrderedDict([('description', 'SnackBar tâche attri",
intl_es.arb,@calendar_assign_error,Added,"OrderedDict([('description', 'Erreur attribution')",
intl_es.arb,@calendar_export_error,Added,"OrderedDict([('description', 'Erreur export PDF'),",
intl_es.arb,@calendar_previous_month,Added,"OrderedDict([('description', 'Tooltip mois précéde",
intl_es.arb,@calendar_next_month,Added,"OrderedDict([('description', 'Tooltip mois suivant",
intl_es.arb,@calendar_limit_reached,Added,"OrderedDict([('description', 'Tooltip limite navig",
intl_es.arb,@calendar_drag_instruction,Added,"OrderedDict([('description', 'Instruction navigati",
intl_es.arb,@common_refresh,Added,"OrderedDict([('description', 'Tooltip actualiser')",
intl_es.arb,@common_yes,Added,"OrderedDict([('description', 'Bouton Oui')])",
intl_es.arb,@common_no,Added,"OrderedDict([('description', 'Bouton Non')])",
intl_es.arb,@common_delete,Added,"OrderedDict([('description', 'Bouton Supprimer')])",
